review_text
After using more than a month i am writing this review  A stylish phone no doubt but lags in many things  1 As it is a curve display when you are in full screen mode and watching a video and you wa
Design and display is good lightweight and sleek design Looking very beautiful design
Its Good option for buying under budget and modern Design But with out free back case in tha box Only adaptor charging cable and sim pin only available this Device Most important never bu
Overall good product Top notch in this price 
This is a very good mobile its performance is very good the camera adds very nice colors and gives very good results
I think there is backlash in front camera quality then fusion 50 Fusion 50 front camera photo quality is far better than 60 fusion Maybe motorolla will fix this problem with an update
Excellent design and build  Clean Android experience  Fast charging  Good cameras for the price
I really impressed with this camera  i love it moto brand i suggest to people buy it  I also camera vivo v30 pro camera but it beat that camera 
I have purchased this smartphone in big billion days sale 24 sept and after 13 days I have faced charging issues Smartphone is not charging
Not bad
Writing after one and half month of usagePhone is good lookwise premium look and feelbut who wants only looks phone is not for thatwith every small task even during call this gets heated
Best product value for money
Satisfied
Ultimate all in one phone Since I am a user of edge 50 fusion I am satisfied but missing two features ie no app lock and Internet speed not showing on top But now they provide the same on 60 fusion
Overall good camera
Phenomenal purchase  Camera quality is best Battery is humungous Water resistant ip68 ip69 Fast charger  The main part is the display that is quad curve Oled display  Must purchase it
Having some software problem  On a few occasions it switches off automatically Sometimes video never fits full screen  Sometimes the back button never work on the home screen we need to change the sl
Its too good phone at this price range Camera outstanding  back camera is 10 on 10 but front camera is 5 on 10 But screen is not working properly may be it will be fixed after updates
My new Moto Edge 60 Fusion replacing my Samsung Galaxy M52 has truly justified its cost Im particularly impressed with its excellent camera longlasting battery and remarkably lightweight build
Here is the conclusion camera is best in the segment Display undoubtedly a flagship level upgrade  Battery and charging top notch  The performance is quit good it can easily run your day day task 
Excellent phone in the price range Display and OS is impressive in this price range Compare to realme p3 pro this OS and camera is far better  For daily use no lag I am not a gamer Very smooth ex
I like this phone
Best phone for daily life task
Nice phone nice picture
Motorola edge 60 Fusion 5G was a awesome smartphone   This phone  camera was really good   Phone  performance is amazing bettary so nice   Thank you Motorola edge 60 Fusion  I like this phone 
Best in this price range
Best mobile
Best camera phone
The product is good Received it today Will update my review again after using it for a few days
Battery back up is excellent upto 25 days Camera display and performance are also excellent
This is the best camera phone
Very Nice phone 
this phone has everything that is needed a good cameragood battery backup  very good performance just only the thing that is bad is that they are not providing a back cover and a screen guard as it 
You can go for it It is value for money  phone and camera is very good
Very nice phone camera battery is also very good and performance is very good very slim and light in weight
Camera  quality is very exillent  Better backup good Super display 4k Sound is very super
Very good camera performance good battery life and best for normal daily tasks
Hanging issue
Excellent choice if you are a non gamer Look  top notch Display  excellent display protected by Corning gorilla glassoutdoor brightness also very goodsome people dont like curved displays though
beautiful and slim design display superb pure android  smooth optamization
Great phone at a superb price Feels very good in hand Mind blowing screen Battery survives for more than 24 hrs even if u use it continously Great audio call quality Good headphone quality as w
When i charge my phone it is heated very much Otherwise all is ok in this phone
Very good Product in this Price
Superb one love this phone
Such a well balanced less weight  easy to carry  and gorgeous display along with dolby  along with curvy beauty phone  it touches every aspect in phone scenario what else we could expect more 
Amazing phone at this range Display is too good  and mobile is so thin as compare to others It feels amazing   Overall I m satisfied with this
Just like wow 
Motorola edge 60 fusion is one of the best phone under 25k No doubt Here is Pros   Great Camera Quality  Vibrant and Immersive Display   Speaker is loud and clear Design is outstanding with vegan l
Brilliant
Great product
Pros   1Excellent curvy display  2Premium looks and pretty vegan leather design  3Awesome camera with top quality in daylight  4Smooth experience with good refresh rate  5Best Water resistance u
Camra quality is very good 
The camera needs to be improved
Camera greatin price range Battery is enough and charging speed is also great Display and colours are 10 out of 5  butpanel gap in back side is visible and  performance jitternes e
Satisfied expectations camera is better battery average overall performance is good
Good performance
Its a really good smartphone under 20K  Pros  Best camera experience  Best display experience  Best Battery back up Very thin and light weight  Fast charging outstanding  Moto AI helps in very aspe
The phone is good for this amount camera quality is awesome  display also is the best overall good but only one issue phone little hitting
I am using this for the past 1 month There is a slight late in the processor as it is mediatek but in overall I am happy with the product CameraDesignPhotos and the sound with the dolby atmos in i
Very nice
Very good  
The camera is just awesome Display great  Battery performance up to the mark
Superb Mobile thanks to Moto one of the best phone and also its price Only one Flipkart delivery was failure No transperancy 
Over all nice  
Motorola best phone is 16 fusion
Best mid range phone with premium looks
Good camera phone
This phone is very good performance and good quality
Best in business
Super mobil best performance im impressed
Writing this review after 1 monthIts the best android phone in this price segment Everything is top notchThe camera is great for this price Best phone for everyday activities with the bes
Good product by moto
Camera was very beautiful but very thin mobail am very scary about to using this phone
I have used this for 6 months now and I am happy with my decision to buy this  However there a few drawbacks main one being the curved display since it is curved it is more fragile and it is plas
Good one but menu is not seems to user friendly Missing its own file manager Smooth curve glass battery is good 8 hours continuous play Camera output is strange and little non realistic It give
Very good purchase if you want a light weight yet ossom quality phone for your daily usebut the only problem is the vegan leather gets dirty very easilyso never use it with out a case
Mobail good Velu for many but Network issue
Overall very good at this price range with exchange offer
Nice product
Excellent brilliant super beautiful performance and bhot acha phn hai very nyc look 
Hello Guys  Im writing this review after 2days of my purchase of new moto edge 60 fusion phone  The phone looks beautiful in hand more then in pictures The purpleviolet colour is actually darker 
Superb mobile phone 
Best features are available
Without any hesitation go for it
The camera quality is superb performance i
This model is ultimate I am using this by 3 months and everything got nice Good camera at night as well Sound quality is unmatched really u feel Dolby Atmos without buds Display is mind blowing
Nice Phone recently i switched from iphone  Its worth purchase
Excellent phone design and colour supper
Great features witu great camera and awesome potrait
Awesome
Pretty good at this price point Display is stunning Best for balanced usage
Best phone in this price segment  Feels like premium phone in such a low price  
This useless mobile phone might be someone elses West money
Overall the best in its price range Display is excellent Fast charging works fine Watching movies on Netflix even without hdr is awesome For multimedia users this is undoubtedly the best choice
Camera quality is superb 
Mindblowing design performance and battery little small and camera portrait features also better than other phone in this price segment
Awesome phone
Besst mobile mustttt buyyyu
Excellent Performance
Super best quality and
Very good mobile in this range Display is amazingcamera is very good Battery is fine 15 day useOverall a good balanced package in this price range Few issues which I faced were the in display fin
Top notch phone but I found some issues with the battery The battery was a little faster but overall this phone is an absolute bang Highly recommended  If youre thinking of a phone which has dec
I noticed the battery drying fast Camera clarity is very good Display colours are also good
I just love the colour and design quality of this phone go for it
Awesome yrrr camera just outstanding Go for it
I very very very very very love it
I was using Moto Edge 50 Fusion from last year A lot of improvements are clearly visible  Camera quality Ai features  Body colour And also its more handy now
What a camera and the display colours are awesome absolutely go for it if you looking for a camera phone
SIMPLY AWESOME BEST PHONE AT THIS BUDGET RANGE
everything perfect
Good mobile phone 
Overall phone is good only the battery is drying very fast  battery is not so good even after 5500 mh battery i hope motorola will fix this problem with an update soon
For 10 days Ive been using this phone after that Im writing this review   Displaygood Primary Camera photos good Primary camera video  average  because while you zoom out or zoom in the video ar
Superb camera and mind blowing Design
I am the first person who brought this phone this phone is very good  for this range also play free fire 
Best value for money Phone till now I just fall in love with Moto  Speakers should be better 
I am using the last one month Battery backup is good  Excellent display quality  Camera is above average only No heating issue
Every thing is good in this price range  Display 1010 Camera 910 Performance 810 Overall good phone but company need to provide screen protector and mobile cover
pros  excellent display  very good battery life clean UI no bloatwares decent camera good looks water resistance   cons  low light camera performance poor few bugs in UI call recording announcement 
Great phone at a affordable price Processor could have been bettercamera is great display is outstanding
Good one productbutWhen I delete any file the delete option appears as a notification for a long time and thats whats annoying
Its just a 2 days old phone and I can clearly see lag in performance while performing any task Other than the lagging issue the phone is ok
Value for Money Awesome Phone   Overall under 25000 budget Moto edge 60 fusion is extremely excellent  Camera 55 Performance55 Display55 Battery 45  I am very Happy with motorola 
Phone is awesome but software need more optimised sometime third party application not working properly even sometimes whats app doesnt work 
Lovely
Everything is good about this phone expect my experience with the camera Quality is not up to the mark as before buying it I have lot of hope with the camera quality as one of my friends bought
Overall the product is good but heating while charging
Very nice product
For This Price  Overall Nice 
Very good 
Bad product touch screen problem this phone not perches motorola any mobile phone
Excellent phone under this price range
After 2 months uses sim 1 slot not workingand receiver is also not working properly
Review after 1 month use  1 Camera quality is okay  2Battery life is Excellent Drain little bit faster when hotspot is On 3 Display Excellent  4Design Excellent back vegan leather design l
Good phone by motorola and motorola disappoint was a update service
Good quality phone
Stunning
Okish The curve edges sometimes doesnt register the touches Buy only if u have bank offers
Writing this review just after 24 hrs of usage Camera picture video experience is awesome and the battery back up is good Cons observed very slow charging even with 65w charger call loudspeaker
Superb
After using it for almost a month i can say it gets heated up while using it continuously I am using it with an armour back cover which may be a reason However while charging it also gets heated Ot
I am loving  it superb camera
Good phone at this price
Good worth the price I love this design
Display is to good good but some time android 15 lac but performance is to good I think this issue fixed in software update
Camera can be improved It has focus issues while zoom in Phone is very light  sometimes it feels like a piece of plastic Battery is very good Ui does throttle sometime But overall good phone acc
Best phone
Lovely 
Well improved performance is seen in this phone as im already a user of Motorola  happy with this product go on with this product without any worry
Great mobile for this price range Display quality is soo good like premium Camera quality also good Worth for the money you had spend
Wonderful pce
Phone  design 5 Camera 4 Display 4 Charger 4 Processer 4
Grateful
The battery is very pooronly half day Camara average
Average phone
The are absolutely great  and i am happy  to receive this first time I was scared  that product was not good not  working good but sometime phone worked good 
Great as expected
Nice one good
Nice but ok not best in this segment
Overall This is Amezing Mobile There are Pros and Cons Please Like If You Have any Information Pros 1 Camera Quality In This Price Great  2 Display Top Notch 1010 3 Design Good at All 4 Dolby 
All good   Camera 55 Display 55 Design 55 Performance 55 Volume Thoda slow 35
Very nice product  Value for money
Future loaded great phone DSLR effect photos and good zoomingPure Disp
Super premium quality while I take this mobile in my hand  Very slim and looking like an infinity displaybecause  of quad curve edges The camera is awesome compared to 35 k mobile This one is good
The camera is better integrated with the chipset and has more power on clicks as compared to 60 pro
Very very good  and nice 
Best Phone in Budget Go ahead with Moto
Super camera  best battery 1  15 Day superb display
Phone looking good  ph little bit slow working
All Good But Performance slightly slower for gaming people
Amazing  I am happy with this mobile
Excellent
Amazing mobile camera 
But back side cover and screen gud has given more ha
Good performance 
Best allrounder
original product
Not good
I have been using this phone for 3 weeks and its performance is very good and I noticed slight heat when usage of the camera for a long time Overall its awesome Go for it 
Using this phone for 2 months now and quite satisfied with it Display is superb 1010 Battery is enough with 68w fast charging 1010 Design is premium 1010 UI is good 910 Camera 910
Charging problem persists
The phone is very good especially its camera just wow
Premium feeling in budget
Battery backup is not good
Product is good problem is lag to open an application
All are good and battery chargeing very fast and camera good but performance is little bit slow
Good phone and very fast delivered within 24 hours
I use this phone for my secondary phone and quality is brilliant  Camera 1010  Performance 1010  Battery 1010  Display 0810  Heating playing pubg for 45 min and  Charging speed se slow
Nothing complaining just the best phone in its segment Moto is timely improving its design quality and customers perception Just a software fixes can help Moto to rule the market again
Best camera fast charging super battery backup  Motorola should include back cover in box this is the only one thing missing
Value for money
Real its Nice 
Overall Good
Display problem create
Good condition
Excellent picture with decent performance and good battery backup
Nice and attractive Good camera Needs to improve just the light handling if it comes directly in front of the camera Phone is superb
Nice mobile
Front camera is not good rear camera is good  Heating issue  Battery not good  Less per install aaps
Under 25000 best phone
Camera is best in this price segment But I have faced network issue sometime but everything is GoodIm so happyalso Edge detection is the best portrait mode
Camera quality is awesome
The back portion made of leather got scratched within 1 week of use Build quality of vegan leather is not up to the mark Moto Should provide back cover at a certain price with handset
Nice one 
The phone does not support NFC dont trust any sponsored video for this In sponsored video people claim that this phone has NFC whereas in the phone NFC is not there
Best camera this price range best display top display
Superb mobile  1 No
Totally Worth it 
One of the best mobile for this price segment  I am didnt play game in mobile  Value for money
Outstanding performance  Very very nice 
Very poor built quality scratch on panal
Camera  display and body design are awesome and performance is also good for casual gaming Battery can also last whole day on full charge
Very nice and classy phone
Mined blowing
speaker is faulty
All good but front camera can be better
Every thing is ok Only heating issues Hope moto will do something in his next software update
Very good Product 
Super and stylish design best price for buject
Just wow mobile 
Phone is owsome
Mediatek processor super patchy phone h like Indian highways  Slow camera like modijis vikas Call drops like Indian politicians standards nowadays
everthing is good except performance it can be better at this price range
superb allrounder mobile
